-1.0000e-02,-0.0000e+00
1.0000e-02,0.0000e+00
3.0000e-02,0.0000e+00
5.0000e-02,0.0000e+00
7.0000e-02,0.0000e+00
9.0000e-02,0.0000e+00
1.1000e-01,0.0000e+00
1.3000e-01,0.0000e+00
1.5000e-01,0.0000e+00
1.7000e-01,0.0000e+00
1.9000e-01,0.0000e+00
2.1000e-01,0.0000e+00
2.3000e-01,0.0000e+00
2.5000e-01,0.0000e+00
2.7000e-01,0.0000e+00
2.9000e-01,0.0000e+00
3.1000e-01,0.0000e+00
3.3000e-01,0.0000e+00
3.5000e-01,0.0000e+00
3.7000e-01,0.0000e+00
3.9000e-01,0.0000e+00
4.1000e-01,0.0000e+00
4.3000e-01,0.0000e+00
4.5000e-01,0.0000e+00
4.7000e-01,0.0000e+00
4.9000e-01,0.0000e+00
5.1000e-01,0.0000e+00
5.3000e-01,0.0000e+00
5.5000e-01,0.0000e+00
5.7000e-01,0.0000e+00
5.9000e-01,0.0000e+00
6.1000e-01,0.0000e+00
6.3000e-01,0.0000e+00
6.5000e-01,0.0000e+00
6.7000e-01,0.0000e+00
6.9000e-01,0.0000e+00
7.1000e-01,0.0000e+00
7.3000e-01,0.0000e+00
7.5000e-01,0.0000e+00
7.7000e-01,0.0000e+00
7.9000e-01,0.0000e+00
8.1000e-01,0.0000e+00
8.3000e-01,0.0000e+00
8.5000e-01,0.0000e+00
8.7000e-01,0.0000e+00
8.9000e-01,0.0000e+00
9.1000e-01,0.0000e+00
9.3000e-01,0.0000e+00
9.5000e-01,0.0000e+00
9.7000e-01,0.0000e+00
9.9000e-01,0.0000e+00
1.0100e+00,0.0000e+00
1.0300e+00,0.0000e+00
1.0500e+00,0.0000e+00
1.0700e+00,0.0000e+00
1.0900e+00,0.0000e+00
1.1100e+00,0.0000e+00
1.1300e+00,0.0000e+00
1.1500e+00,0.0000e+00
1.1700e+00,0.0000e+00
1.1900e+00,0.0000e+00
1.2100e+00,0.0000e+00
1.2300e+00,0.0000e+00
1.2500e+00,0.0000e+00
1.2700e+00,0.0000e+00
1.2900e+00,0.0000e+00
1.3100e+00,0.0000e+00
1.3300e+00,0.0000e+00
1.3500e+00,0.0000e+00
1.3700e+00,0.0000e+00
1.3900e+00,0.0000e+00
1.4100e+00,0.0000e+00
1.4300e+00,0.0000e+00
1.4500e+00,0.0000e+00
1.4700e+00,0.0000e+00
1.4900e+00,0.0000e+00
1.5100e+00,0.0000e+00
1.5300e+00,0.0000e+00
1.5500e+00,0.0000e+00
1.5700e+00,0.0000e+00
1.5900e+00,0.0000e+00
1.6100e+00,0.0000e+00
1.6300e+00,0.0000e+00
1.6500e+00,0.0000e+00
1.6700e+00,0.0000e+00
1.6900e+00,0.0000e+00
1.7100e+00,0.0000e+00
1.7300e+00,0.0000e+00
1.7500e+00,0.0000e+00
1.7700e+00,0.0000e+00
1.7900e+00,0.0000e+00
1.8100e+00,0.0000e+00
1.8300e+00,0.0000e+00
1.8500e+00,0.0000e+00
1.8700e+00,0.0000e+00
1.8900e+00,0.0000e+00
1.9100e+00,0.0000e+00
1.9300e+00,0.0000e+00
1.9500e+00,0.0000e+00
1.9700e+00,0.0000e+00
1.9900e+00,0.0000e+00
2.0100e+00,1.5856e-03
2.0300e+00,4.7100e-03
2.0500e+00,3.1093e-03
2.0700e+00,1.5397e-03
2.0900e+00,2.2874e-02
